tstamp,temp,hum,light,co,no2,noise
20170825161500,26.74,26.50,4.55,1.17,130.14,50
20170825163000,26.67,26.69,4.43,1.17,129.82,50
20170825164500,26.65,26.46,4.16,1.17,130.80,50
20170825170000,26.62,26.51,4.59,1.17,129.95,50
20170825171500,26.68,26.57,4.42,1.17,128.62,50
20170825173000,26.70,26.61,4.33,1.17,128.52,50
20170825174500,26.60,26.74,4.23,1.17,128.14,50
20170825180000,26.53,26.82,4.05,1.17,127.67,50
20170825181500,26.45,26.78,4.22,1.17,127.73,50
20170825183000,26.44,26.59,4.26,1.17,128.02,50
20170825184500,26.38,26.66,4.10,1.17,127.64,50
20170825190000,26.36,26.39,4.11,1.17,127.87,50
20170825191500,26.26,26.49,4.18,1.17,126.81,50
20170825193000,26.17,26.41,3.94,1.17,126.97,50
20170825194500,26.13,26.27,3.65,1.17,127.08,50
20170825200000,26.11,25.87,3.49,1.17,128.43,54.71
20170825201500,25.98,25.81,3.34,1.17,128.72,51.13
20170825203000,25.89,25.90,3.29,1.17,128.16,50
20170825204500,25.60,26.47,2.61,1.17,126.08,50.33
20170825210000,25.98,26.29,0.31,1.17,123.99,51.42
20170825211500,26.45,25.69,0,1.17,123.66,50
20170825213000,26.63,25.56,0,1.17,124.05,50
20170825214500,26.70,25.66,0,1.17,124.25,50
20170825220000,26.71,25.72,0,1.17,124.43,50
20170825221500,26.72,25.80,0,1.17,124.45,50
20170825223000,26.76,25.86,0,1.17,124.51,50
20170825224500,26.72,25.99,0,1.17,124.56,50
20170825230000,26.79,26,0,1.17,124.67,50
20170825231500,26.85,26.03,0,1.17,124.97,50
20170825233000,26.96,25.99,0,1.17,125.61,50
20170825234500,27.01,26,0,1.17,125.98,50
20170826000000,27.10,25.92,0,1.17,126,50
20170826001500,27.10,26.08,0,1.17,126.32,50
20170826003000,27.10,25.95,0,1.17,126.11,50
20170826004500,27.10,26.09,0,1.17,125.86,50
20170826010000,27.10,26.33,0,1.17,126.46,50
20170826011500,27.09,26.46,0,1.17,126.72,50
20170826013000,27.09,26.48,0,1.17,126.51,50
20170826014500,27.10,26.55,0,1.17,126.60,50
20170826020000,27.10,26.64,0,1.17,126.91,50
20170826021500,27.10,26.56,0,1.17,126.96,50
20170826023000,27.02,26.45,0,1.17,126.74,50
20170826024500,27.01,26.75,0,1.17,127.12,50
20170826030000,27,26.89,0,1.17,127.49,50
20170826031500,27,26.99,0,1.17,127.74,50
20170826033000,27,26.95,0,1.17,127.32,50
20170826034500,27,27.02,0,1.17,127.60,50
20170826040000,27,27.13,0,1.17,127.82,50
20170826041500,26.99,27.29,0,1.17,128.13,50
20170826043000,26.91,27.22,0,1.17,128.03,50
20170826044500,26.90,27.28,0,1.17,127.91,50
20170826050000,26.90,26.80,0,1.17,127.66,50
20170826051500,26.90,26.84,0,1.17,126.84,50
20170826053000,26.90,27.03,0,1.17,127.23,50
20170826054500,26.90,26.93,0,1.17,126.89,50
20170826060000,26.90,27.05,0,1.17,126.60,50
20170826061500,26.90,26.99,0,1.17,126.29,50
20170826063000,26.90,27.07,0,1.17,126.01,50
20170826064500,26.83,27.37,0,1.17,125.84,50
20170826070000,26.80,27.49,0,1.17,126.39,50
20170826071500,26.80,27.35,0,1.17,125.68,50
20170826073000,26.80,27.75,0.03,1.17,125.94,50
20170826074500,26.80,27.59,0.18,1.17,125.90,50
20170826080000,26.78,27.66,0.28,1.17,125.26,50
20170826081500,26.89,27.52,0.44,1.17,124.94,54.82
20170826083000,26.85,28.28,3.29,1.17,125.98,50
20170826084500,26.57,29.11,3.41,1.17,126.69,50
20170826090000,25.14,31.71,3.45,1.17,125.04,50
20170826091500,24.09,34.37,3.40,1.17,123.07,50
20170826093000,24.10,34.82,3.47,1.17,122.71,50
20170826094500,24.13,35.71,3.54,1.17,122.45,50
20170826100000,24.21,36.50,3.57,1.17,122.31,50
20170826101500,24.39,36.20,3.87,1.17,123.93,53.88
20170826103000,24.59,35.88,4.22,1.17,124.53,50
20170826104500,24.65,35.43,4.25,1.17,126.25,50
20170826110000,24.73,35.13,4.33,1.17,127.01,50
20170826111500,24.81,34.73,4.68,1.17,127.89,56.69
20170826113000,24.90,34.62,5.05,1.17,128.71,50
20170826114500,24.98,34.46,5.25,1.17,129.24,50
20170826120000,24.97,34.35,4.85,1.17,129.57,50
20170826121500,24.91,34.17,4.65,1.17,130.02,50
20170826123000,24.95,33.61,4.60,1.17,130.57,50
20170826124500,24.93,33.73,4.56,1.17,130.83,50
20170826130000,24.94,33.11,4.01,1.17,132.11,53.59
20170826131500,24.93,32.76,4.24,1.17,132.56,51.79
20170826133000,24.89,32.45,4.70,1.17,132.61,50
20170826134500,24.92,32.25,4.98,1.17,132.28,50
20170826140000,25.01,32.25,4.89,1.17,131.83,50
20170826141500,25.12,32.09,4.45,1.17,131.83,50
20170826143000,25.09,32.14,4.31,1.17,131.47,50
20170826144500,25.12,31.39,4.95,1.17,133.04,51.55
20170826150000,25.21,30.86,5.09,1.17,133.79,50
20170826151500,25.23,29.81,5.35,1.17,136.53,50
20170826153000,25.39,28.07,4.80,1.17,143.68,50
20170826154500,25.44,27.57,4.85,1.17,143.54,50
20170826160000,25.52,27.41,4.91,1.17,140.19,55.13
20170826161500,25.41,27.65,4.41,1.17,139.11,50.20
20170826163000,25.49,27.12,4.47,1.17,139.77,55.25
20170826164500,25.41,27.21,4.08,1.17,139.33,50
20170826170000,25.36,27.51,3.97,1.17,136.75,50
20170826171500,25.31,27.66,4.15,1.17,135.53,50
20170826173000,25.25,27.83,3.90,1.17,134.72,50
20170826174500,25.19,28.01,3.82,1.17,134.31,50
20170826180000,25.19,27.99,3.84,1.17,134.29,50
20170826181500,25.20,28.11,3.80,1.17,134.10,50
20170826183000,25.17,28.06,3.70,1.17,134.44,50
20170826184500,25.10,28.33,3.37,1.17,133.23,50.65
20170826190000,25.07,28.66,3.47,1.17,132.35,50
20170826191500,25.01,28.96,3.35,1.17,131.09,50
20170826193000,24.97,29.13,3.38,1.17,130.16,50
20170826194500,24.99,29.15,3.34,1.17,130.96,50
20170826200000,24.96,29.31,3.26,1.17,130.98,50.89
20170826201500,25.01,29.35,3.19,1.17,131.15,54.86
20170826203000,24.91,29.51,2.80,1.17,129.30,50.65
20170826204500,25.08,29.41,1.73,1.17,127.71,50
20170826210000,25.82,28.51,0.53,1.17,124.64,50
20170826211500,26.45,27.58,0,1.17,124.31,50
20170826213000,26.59,27.45,0,1.17,124.28,50
20170826214500,26.50,27.57,0,1.17,124.39,50
20170826220000,26.52,27.59,0,1.17,124.65,50
20170826221500,26.50,27.66,0,1.17,125.03,50
20170826223000,26.50,27.64,0,1.17,125.22,50
20170826224500,26.42,27.74,0,1.17,125.59,50
20170826230000,26.33,27.82,0,1.17,125.96,50
20170826231500,26.38,27.82,0,1.17,126.11,50
20170826233000,26.64,27.41,0,1.17,126,55.66
20170826234500,26.74,27.29,0,1.17,126.05,50
20170827000000,26.61,27.60,0,1.17,126.56,50
20170827001500,26.69,27.59,0,1.17,126.80,55.32
20170827003000,26.93,27.33,0,1.17,126.86,50
20170827004500,26.80,27.63,0,1.17,127.27,50
20170827010000,26.75,27.75,0,1.17,127.50,50
20170827011500,26.70,27.83,0,1.17,127.54,50
20170827013000,26.74,27.89,0,1.17,127.75,50
20170827014500,26.80,27.85,0,1.17,127.80,50
20170827020000,26.85,27.80,0,1.17,127.86,50
20170827021500,26.88,27.79,0,1.17,127.90,50
20170827023000,26.88,27.73,0,1.17,127.71,50
20170827024500,26.90,27.78,0,1.17,127.35,50
20170827030000,26.90,27.93,0,1.17,127.66,50
20170827031500,26.90,28.13,0,1.17,127.59,50
20170827033000,26.90,28.31,0,1.17,127.55,50
20170827034500,26.90,28.57,0,1.17,127.56,50
20170827040000,26.91,28.92,0,1.17,127.74,50
20170827041500,26.90,29.31,0,1.17,127.99,50
20170827043000,26.90,29.59,0,1.17,128.07,50
20170827044500,27.18,29.47,0,1.17,127.68,60.35
20170827050000,27.31,29.45,0,1.17,127.57,50.96
20170827051500,27.03,30.07,0,1.17,127.83,50
20170827053000,26.96,30.44,0,1.17,128.07,50
20170827054500,26.90,30.51,0,1.17,127.51,50
20170827060000,26.90,30.57,0,1.17,127.80,50
20170827061500,26.90,30.68,0,1.17,128.17,50
20170827063000,26.90,30.83,0,1.17,127.63,50
20170827064500,26.90,30.89,0,1.17,127.07,50
20170827070000,26.90,31.18,0,1.17,127.91,50
20170827071500,26.90,31.59,0,1.17,126.59,50
20170827073000,26.91,32.09,0,1.17,126.98,50
20170827074500,26.90,32.64,0,1.17,127.89,50
20170827080000,26.92,33.03,0.10,1.17,127.84,50
20170827081500,26.98,33.43,0.21,1.17,126.92,50
20170827083000,26.91,33.75,0.64,1.17,126.89,51.74
20170827084500,25.49,39.59,3.57,1.17,124.64,51.98
20170827090000,24.55,42.27,3.46,1.17,124.92,50
20170827091500,24.54,42.54,3.63,1.17,124.71,50
20170827093000,24.52,42.74,3.52,1.17,124.74,50
20170827094500,24.59,42.87,3.41,1.17,126.22,50
20170827100000,24.60,42.95,3.45,1.17,126.22,50
20170827101500,24.60,43.03,3.81,1.17,126.21,50
20170827103000,24.59,43.13,3.92,1.17,126.24,50
20170827104500,24.65,43.38,3.98,1.17,126.20,50
20170827110000,24.67,43.39,3.99,1.17,126.07,50
20170827111500,24.69,43.34,3.81,1.17,125.97,50
20170827113000,24.70,43.34,3.88,1.17,125.91,50
20170827114500,24.67,43.58,4.14,1.17,125.89,50
20170827120000,24.70,43.85,3.66,1.17,125.67,50
20170827121500,24.70,43.97,3.81,1.17,125.50,50
20170827123000,24.67,44.10,3.91,1.17,124.03,50
20170827124500,24.61,45.09,3.95,1.17,124,50
20170827130000,24.60,45.51,4.25,1.17,124.03,50
20170827131500,24.61,45.74,4.43,1.17,124.30,50
20170827133000,24.60,46.03,4.37,1.17,125.95,50
20170827134500,24.60,45.97,4.36,1.17,125.89,50
20170827140000,24.63,46.22,4.21,1.17,126.03,50
20170827141500,24.54,46.67,4.11,1.17,127.10,50
20170827143000,24.43,46.83,4.41,1.17,128.34,50
20170827144500,24.34,47.05,4.64,1.17,128.94,50
20170827150000,24.45,46.72,4.43,1.17,128.74,50
20170827151500,24.53,46.83,4.05,1.17,127.97,50
20170827153000,24.51,47.23,4.52,1.17,128.11,52.41
20170827154500,24.54,47.28,5.60,1.17,128.72,53.22
20170827160000,24.63,47.81,5.41,1.17,130.38,55.47
20170827161500,24.66,47.34,5.12,1.17,131.55,50
20170827163000,24.64,46.13,5.22,1.17,134.16,50
20170827164500,24.75,45.03,5.22,1.17,134.43,50
20170827170000,24.71,43.67,4.82,1.17,135.01,50
20170827171500,24.70,43.20,5.16,1.17,136.06,51.25
20170827173000,24.75,42.11,4.99,1.17,135.98,50
20170827174500,24.78,41.83,4.86,1.17,134.58,50
20170827180000,24.67,42.26,4.68,1.17,134.60,50
20170827181500,24.64,43.07,4.59,1.17,132.47,51.37
20170827183000,24.60,43.30,4.38,1.17,132.86,50
20170827184500,24.59,43.11,4.24,1.17,131.54,50
20170827190000,24.56,43.42,4.11,1.17,132.22,50
20170827191500,24.51,43.80,4.03,1.17,131.79,50
20170827193000,24.49,44.01,3.83,1.17,131.39,50
20170827194500,24.44,43.45,3.75,1.17,131.01,50
20170827200000,24.40,42.93,3.57,1.17,131.15,50
20170827201500,24.40,42.53,3.55,1.17,130.94,50
20170827203000,24.39,42.37,3.32,1.17,128.82,50
20170827204500,24.45,41.92,2.77,1.17,127.55,50
20170828071500,24.91,45.21,3.43,11.91,65.32,53.99
20170828073000,26.09,42.67,3.24,1.17,102.04,51.23
20170828074500,26.37,41.55,3.19,1.17,106.50,50
20170828080000,26.26,42.41,3.05,1.17,107.66,53.82
20170828081500,26.29,42.97,3.40,1.17,108.27,56.69
20170828083000,26.33,43.16,3.53,1.17,109.23,52.98
20170828084500,26.40,42.76,3.65,1.17,110.68,50
20170828090000,26.05,43.73,3.93,1.17,111.12,50
20170828091500,25.11,49.06,4.08,1.17,107.37,50
20170828093000,25.14,49.03,4.28,1.17,109.32,50
20170828094500,25.50,47.65,3.93,1.17,110.46,50
20170828100000,25.59,47.57,3.81,1.17,111.45,50
20170828101500,25.44,47.77,3.81,1.17,111.70,50
20170828103000,25.71,47.42,3.71,1.17,112.13,55.21
20170828104500,25.94,46.09,3.55,1.17,112.69,50
20170828110000,25.79,47.57,3.57,1.17,111.91,50
20170828111500,26.12,46.07,3.99,1.17,112.70,50
20170828113000,26.32,46.05,4.14,1.17,112.37,55.26
20170828114500,26.01,47.72,3.91,1.17,112.74,50
20170828120000,26.01,48.35,4.13,1.17,112.71,50
20170828121500,26.23,48.92,4.35,1.17,111.68,50
20170828123000,26.07,51.48,4.36,1.17,111.40,51.13
20170828124500,25.79,52.73,4.34,1.17,111.73,50.20
20170828130000,25.77,52.37,4.40,1.17,112.30,50
20170828131500,25.91,50.51,4.57,1.17,115,50
20170828133000,25.89,50.32,3.94,1.17,116.06,50
20170828134500,25.49,52.90,3.70,1.17,114.17,51.44
20170828140000,25.73,51.76,3.75,1.17,113.27,50
20170828141500,26.04,50.25,3.84,1.17,113.48,50
20170828143000,26.06,49.88,3.62,1.17,113.02,50
20170828144500,25.97,49.83,3.91,1.17,113.92,51
20170828150000,26.04,49.74,4.31,1.17,114.97,51.08
20170828151500,26.08,49.41,4.39,1.17,115.28,51.08
20170828153000,26.06,49.19,4.43,1.17,115.41,50
20170828154500,26.07,49,4.73,1.17,115.58,50
20170828160000,25.95,49.12,4.53,1.17,115.99,50
20170828161500,26.01,49.58,4.39,1.17,115.15,50
20170828163000,25.95,49.93,4.47,1.17,115.04,50
20170828164500,25.85,49.92,3.93,1.17,115.20,50
20170828170000,25.91,49.53,4.01,1.17,115.28,50
20170828171500,26.06,48.83,4.04,1.17,115.43,50
20170828173000,26.09,48.59,3.93,1.17,115.39,50
20170828174500,25.98,48.55,3.74,1.17,115.93,50
20170828180000,26,48.47,3.70,1.17,115.65,50
20170828181500,25.94,48.31,3.70,1.17,115.81,54.25
20170828183000,26.19,47.48,3.67,1.17,115.69,50
20170828184500,25.99,47.97,3.54,1.17,116.10,50
20170828190000,25.88,48.04,3.49,1.17,116.39,50
20170828191500,26.17,46.73,3.48,1.17,117.32,50
20170828193000,26.55,45.24,3.47,1.17,117.35,50.44
20170828194500,26.56,45.20,3.49,1.17,117.15,50
20170828200000,26.58,45.43,3.33,1.17,116.79,50
20170828201500,26.71,45.25,3.32,1.17,116.78,50
20170828203000,26.81,44.95,2.89,1.17,117.30,50.89
20170828204500,26.98,44.63,1.57,1.17,117.43,50
20170828210000,27.05,44.45,0,1.17,117.64,50
20170829010000,26.66,43.98,0,1.17,118.86,50
20170829011500,26.60,44.16,0,1.17,119.09,50
20170829041500,26.45,43.78,0,1.17,118.36,50
20170829043000,26.38,43.88,0,1.17,118.52,50
20170829044500,26.30,43.83,0,1.17,118.27,50
20170829054500,26.23,43.75,0,1.17,117.77,50
20170829060000,26.20,43.78,0,1.17,117.65,50
20170829061500,26.15,43.71,0,1.17,117.51,50
20170829063000,26.14,43.63,0,1.17,117.44,50
20170829064500,26.15,43.60,0,1.17,117.40,51.63
20170829070000,26.19,43.44,0.77,1.17,117.44,51.51
20170829071500,26.15,43.51,3.31,1.17,117.61,52.97
20170829073000,26.24,43.22,3.16,1.17,117.85,55.95
20170829074500,26.47,42.68,3.38,1.17,117.70,56.22
20170829080000,26.48,42.70,3.54,1.17,117.90,60.22
20170829081500,26.46,42.71,3.55,1.17,118.03,53.39
20170829083000,26.59,42.44,3.43,1.17,118.05,59.48
20170829084500,26.65,42.35,3.47,1.17,118.14,53.42
20170829090000,26.40,43.11,3.75,1.17,118.46,54.91
20170829091500,26.39,43.41,3.70,1.17,117.98,50
20170829093000,26.03,44.32,4.15,1.17,118.04,50
20170829094500,25.95,44.57,4.18,1.17,118.59,50
20170829100000,25.98,44.51,4.33,1.17,118.69,50
20170829101500,26.02,44.38,4.24,1.17,118.70,50
20170829103000,26.14,43.99,4.27,1.17,119.23,50.65
20170829104500,26.17,43.84,4.18,1.17,119.40,54.46
20170829110000,26.48,43.16,4.40,1.17,119.70,50.36
20170829111500,26.53,43.04,4.49,1.17,120.12,55.83
20170829113000,26.55,42.93,4.65,1.17,120.52,50
20170829114500,26.47,43.25,5.10,1.17,121.01,50
20170829120000,26.47,43.43,5.29,1.17,121.23,50
20170829121500,26.53,43.51,5.21,1.17,121.35,50
20170829123000,26.61,43.37,5.64,1.17,121.71,54.26
20170829124500,26.94,42.85,5.03,1.17,121.88,51.59
20170829130000,26.80,42.93,5.51,1.17,122.02,51.32
20170829131500,26.76,42.85,5.14,1.17,122.20,50
20170829133000,26.79,42.69,4.60,1.17,121.86,50
20170829134500,26.43,43.09,5.65,1.17,120.46,51.03
20170829140000,25.75,44.51,5.35,1.17,121.42,50
20170829141500,25.09,46.02,6.39,1.17,121.35,50
20170829143000,25.33,45.17,5.09,1.17,121.35,50
20170829144500,25.02,45.55,4.71,1.17,123.89,55.44
20170829150000,24.91,45.35,5.57,1.17,123.74,50
20170829151500,24.97,44.95,5.86,1.17,123.12,50
20170829153000,24.89,45.29,4.03,1.17,122.96,50
20170829154500,25.19,44.69,4.07,1.17,121.95,50
20170829160000,25.09,45.05,4.20,1.17,122.06,55.36
20170829161500,25.42,44.05,4.38,1.17,120.63,50
20170829163000,24.75,45.88,4.12,1.17,122.58,50
20170829164500,24.55,46.57,4.28,1.17,124.51,50
20170829170000,24.79,46.37,4.09,1.17,122.17,50
20170829171500,25.10,45.91,4.10,1.17,121.33,53.29
20170829173000,25.09,46.07,3.91,1.17,120.28,50
20170829174500,25.24,45.63,3.76,1.17,120.09,50
20170829180000,25.38,45.09,3.72,1.17,119.73,50
20170829181500,25.24,45.24,3.73,1.17,120.09,50.65
20170829183000,25.17,45.38,3.78,1.17,120.16,50
20170829184500,25.09,45.41,3.80,1.17,119.91,50
20170829190000,25.29,44.80,3.85,1.17,119.87,50
20170829191500,25.04,45.28,3.75,1.17,120.32,50
20170829193000,25.05,45.29,3.70,1.17,120.28,50
20170829194500,25.03,45.37,3.73,1.17,120.45,50
20170829200000,25.43,44.57,3.61,1.17,119.97,50
20170829201500,25.91,43.61,3.09,1.17,119.70,50
20170829203000,26.47,42.61,2.80,1.17,119.74,54.18
20170829204500,26.85,42.19,1.94,1.17,119.30,51.29
20170829210000,26.67,42.49,0,1.17,119.58,50
20170829211500,26.62,42.33,0,1.17,119.88,50
20170829213000,26.53,42.30,0,1.17,120.44,50
20170829214500,26.45,42.22,0,1.17,120.91,50
20170829220000,26.61,41.61,0,1.17,121.11,54.51
20170829221500,26.56,41.39,0,1.17,121.50,53.93
20170829223000,26.53,41.16,0,1.17,121.85,50
20170829224500,26.34,41.41,0,1.17,122.30,50
20170829230000,26.37,41.15,0,1.17,122.34,56.43
20170829231500,26.40,40.99,0,1.17,122.44,50
20170829233000,26.44,40.82,0,1.17,122.29,53.84
20170829234500,26.27,41.05,0,1.17,122.25,50
20170830000000,26.13,41.32,0,1.17,122.38,50
20170830001500,26.10,41.45,0,1.17,122.44,50
20170830003000,26.10,41.59,0,1.17,122.51,50
20170830004500,26.13,41.53,0,1.17,122.44,54.98
20170830010000,26.44,40.95,0,1.17,122.24,58.10
20170830011500,26.43,40.99,0,1.17,122.29,56.88
20170830013000,26.36,41.18,0,1.17,122.34,57.52
20170830014500,26.35,41.26,0,1.17,122.50,52.23
20170830020000,26.26,41.49,0,1.17,122.65,53.82
20170830021500,26.09,41.89,0,1.17,122.66,50
20170830023000,25.96,42.26,0,1.17,122.71,50
20170830024500,25.90,42.46,0,1.17,122.92,50
20170830030000,25.90,42.51,0,1.17,123.08,50
20170830031500,25.90,42.62,0,1.17,123.16,50
20170830033000,25.84,42.65,0,1.17,123.25,50
20170830034500,25.80,42.68,0,1.17,123.17,50
20170830040000,25.80,42.66,0,1.17,123.27,50
20170830041500,25.80,42.60,0,1.17,123.19,50
20170901040000,26.49,36.78,0,1.17,49.61,50
20170901041500,26.24,37.25,0,1.17,92.65,50
20170901043000,26.15,37.37,0,1.17,105.64,55.14
20170901044500,26.38,36.98,0,1.17,110.14,50
20170901050000,26.15,37.36,0,1.17,112.90,50
20170901051500,26.10,37.50,0,1.17,114.67,50
20170901053000,26.05,37.55,0,1.17,115.72,50
20170901054500,26.01,37.55,0,1.17,116.50,50
20170901060000,26,37.54,0,1.17,117.10,50
20170901061500,26,37.53,0,1.17,117.52,50
20170901063000,26,37.54,0,1.17,118,50
20170901064500,26,37.49,0,1.17,118.47,50
20170901070000,26.05,37.32,0,1.17,118.73,55.60
20170901071500,26.35,36.65,0.57,1.17,118.65,55.92
20170901073000,26.30,36.74,3.43,1.17,118.53,56.14
20170901074500,25.88,37.46,3.16,1.17,118.13,53.30
20170901080000,25.71,37.41,3.29,1.17,118.48,50.33
20170901081500,25.58,37.46,3.37,1.17,117.95,57.39
20170901083000,25.57,37.39,3.39,1.17,117.88,55.52
20170901084500,25.53,37.37,3.44,1.17,117.96,50
20170901090000,25.13,38.17,3.61,1.17,118.41,50
20170901091500,24.86,38.76,3.76,1.17,118.28,50
20170901093000,25.01,38.50,3.84,1.17,118.67,50
20170901094500,25.24,38.11,3.92,1.17,118.83,50
20170901100000,25.21,38.18,3.99,1.17,118.78,50
20170901101500,25.33,38.10,3.91,1.17,117.07,50
20170901103000,25.09,38.74,3.79,1.17,117.11,50
20170901104500,24.61,39.91,3.91,1.17,117.97,50
20170901110000,24.32,40.83,3.99,1.17,119.10,50
20170901111500,24.59,40.54,4.14,1.17,119.05,50
20170901113000,25.04,39.74,4.31,1.17,119.73,50
20170901114500,24.81,40.61,3.93,1.17,119.93,50
20170901120000,25.16,40.43,3.89,1.17,119.86,50
20170901121500,25.44,40.11,3.97,1.17,119.99,50.20
20170901123000,25.50,40.09,3.96,1.17,120.70,50
20170901124500,25.45,39.61,3.93,1.17,122.05,50
20170901130000,25.54,38.95,3.99,1.17,122.06,50
20170901131500,25.67,38.43,4,1.17,122.34,50
20170901133000,25.49,38.67,4,1.17,122.36,50
20170901134500,25.47,38.36,4,1.17,122.98,50
20170901140000,25.31,37.82,4,1.17,125.15,50
20170901141500,25.55,36.81,4.05,1.17,125.33,51.31
20170901143000,25.49,36.54,4.07,1.17,125.98,50
20170901144500,25.19,36.27,4.15,1.17,128.08,52.03
20170901150000,24.48,37.28,4.24,1.17,130.11,50
20170901151500,24.62,35.91,4.24,1.17,134.90,50
20170901153000,24.67,35.21,4.37,1.17,135.62,50
20170901154500,24.51,35.62,4.41,1.17,134.59,54.02
20170901160000,24.58,34.56,4.25,1.17,137.34,52.89
20170901161500,24.56,34.41,4.23,1.17,137.18,51.12
20170901163000,24.43,35.07,4.32,1.17,135.38,50
20170901164500,24.45,35.09,4.27,1.17,136.27,50
20170901170000,24.41,34.17,4.35,1.17,140.86,50
20170901171500,24.73,33.47,4.17,1.17,140.01,50
20170901173000,24.42,34.49,3.97,1.17,135.51,55.21
20170901174500,24.32,34.68,4.11,1.17,136.07,50
20170901180000,24.26,34.96,4.09,1.17,132.83,50
20170901181500,24.20,35.23,4.15,1.17,130.85,50
20170901183000,24.19,35.57,4.07,1.17,131.15,50.89
20170901184500,24.13,35.55,4,1.17,131.45,50
20170901190000,24.04,35.37,4.09,1.17,130.78,50
20170901191500,23.98,35.21,4,1.17,131.42,50
20170901193000,23.91,34.94,3.80,1.17,132.07,50
20170901194500,23.83,34.64,3.62,1.17,132.36,50
20170901200000,23.75,33.97,3.55,1.17,133.68,50
20170901201500,23.65,33.10,3.33,1.17,134.74,50
20170901203000,23.80,32.58,2.70,1.17,131.75,50
20170901204500,24.43,31.18,2.18,1.17,130.34,50.27
20170901210000,24.67,30.21,1.99,1.17,131.23,50
20170901211500,25.03,30.11,1.45,1.17,129.21,50
20170901213000,25.91,29.82,0,1.17,124.52,54.39
20170901214500,26.20,29.30,0,1.17,124.99,50
20170901220000,26.15,29.42,0,1.17,124.20,50
20170901221500,26.10,29.47,0,1.17,123.85,50
20170901223000,26.10,29.44,0,1.17,123.94,50
20170901224500,26.07,29.41,0,1.17,123.99,50
20170901230000,26,29.43,0,1.17,123.59,50
20170901231500,26,29.41,0,1.17,123.59,50
20170901233000,26,29.45,0,1.17,123.85,50
20170901234500,26.13,29.14,0,1.17,123.45,54.01
20170902000000,26.09,29.09,0,1.17,123.69,50
20170902001500,25.97,29.28,0,1.17,123.50,50
20170902003000,25.90,29.41,0,1.17,123.91,50
20170902004500,25.90,29.52,0,1.17,123.91,50
20170902010000,25.85,29.69,0,1.17,123.70,50
20170902011500,25.83,29.86,0,1.17,123.72,50
20170902013000,25.80,30.05,0,1.17,123.87,50
20170902014500,25.80,30.31,0,1.17,123.52,50
20170902020000,25.80,30.47,0,1.17,123.79,50
20170902021500,25.80,30.65,0,1.17,123.54,50
20170902023000,25.80,30.86,0,1.17,123.27,50
20170902024500,25.78,31.02,0,1.17,123.08,50
20170902030000,25.80,31.13,0,1.17,123.11,50
20170902031500,25.78,31.28,0,1.17,122.90,50
20170902033000,25.74,31.35,0,1.17,122.82,50
20170902034500,25.72,31.45,0,1.17,122.90,50
20170902040000,25.70,31.52,0,1.17,122.77,50
20170902041500,25.70,31.53,0,1.17,122.83,50
20170902043000,25.70,31.48,0,1.17,123.15,50
20170902044500,25.66,31.47,0,1.17,123.21,50
20170902050000,25.62,31.49,0,1.17,123,50
20170902051500,25.60,31.50,0,1.17,122.91,50
20170902053000,25.60,31.42,0,1.17,123,50
20170902054500,25.60,31.38,0,1.17,123.16,50
20170902060000,25.60,31.31,0,1.17,123.29,50
20170902061500,25.60,31.21,0,1.17,123.24,57.71
20170902063000,25.80,30.82,0,1.17,123.05,50
20170902064500,25.62,31.07,0,1.17,123.21,50
20170902070000,25.51,31.11,0,1.17,123.29,50
20170902071500,25.50,31.11,0,1.17,123.29,50
20170902073000,25.50,31.17,0,1.17,123.18,50
20170902074500,25.50,31.14,0.15,1.17,123.11,50
20170902080000,25.48,31.10,0.29,1.17,123.10,50
20170902081500,25.42,31.18,3.54,1.17,123.26,53.43
20170902083000,25.35,31.32,3.68,1.17,122.96,51.85
20170902084500,25.50,30.79,3.48,1.17,123.19,50
20170902090000,24.99,30.95,3.17,1.17,126.92,50
20170902091500,25.22,31.01,3.09,1.17,126.25,50
20170902093000,25.35,31.14,3.17,1.17,124.88,50
20170902094500,25.35,31.07,3.20,1.17,124.90,50
20170902100000,25.44,30.97,3.22,1.17,124.77,50
20170902101500,25.47,30.63,3.31,1.17,125.49,50
20170902103000,25.51,30.62,3.44,1.17,125.09,50
20170902104500,25.48,30.30,3.55,1.17,125.96,51.81
20170902110000,25.41,30.57,3.78,1.17,125.15,50
20170902111500,25.39,30.29,4,1.17,125.79,50.20
20170902113000,25.37,30.55,4.20,1.17,125.40,50
20170902114500,25.33,30.57,4.36,1.17,125.40,50
20170902120000,25.26,30.47,4.59,1.17,125.48,50.65
20170902121500,25.15,30.39,4.73,1.17,126.04,50
20170902123000,25.37,29.73,4.85,1.17,126.65,54.01
20170902124500,24.83,30.41,5.01,1.17,127.58,50
20170902130000,24.46,30.93,5.11,1.17,128.48,50
20170902131500,24.15,31.10,5.29,1.17,129.58,50
20170902133000,24.07,31.24,5.29,1.17,128.03,50
20170902134500,23.91,31.09,5.37,1.17,112.08,50
20170902140000,23.97,30.03,5.33,1.17,125.13,50
20170902141500,23.85,30.37,5.35,1.17,128.28,50
20170902143000,23.86,30.28,5.36,1.17,129.51,50
20170902144500,24.06,28.73,5.31,1.17,135.09,53.99
20170902150000,23.99,27.29,5.11,1.17,140.65,50
20170902151500,24,26.17,5.15,1.17,144.92,50
20170902153000,24.07,27,5.01,1.17,139.93,50
