tstamp,temp,hum,light,co,no2,noise
20170227200000,22.85,35.78,3.08,1.17,144.93,50
20170227201500,22.78,35.71,2.86,1.17,146.04,51.34
20170227203000,22.65,35.72,2.47,1.17,146.62,60.16
20170227204500,22.47,35.84,2.31,1.17,146.96,51.84
20170227210000,22.86,34.47,0.40,1.17,147.46,56.17
20170227211500,23.10,33.42,0,1.17,145.40,50
20170227213000,22.86,33.16,0,1.17,146.63,50
20170227214500,22.71,33.02,0,1.17,147.93,50
20170227220000,22.58,32.97,0,1.17,148.25,50
20170227221500,22.44,32.99,0,1.17,148.43,50
20170227223000,22.22,33.14,0,1.17,148,50
20170227224500,22.06,33.23,0,1.17,148.36,50
20170227230000,22.30,32.75,0,1.17,147.72,50
20170227231500,22,33.13,0,1.17,148.22,50
20170227233000,21.85,33.37,0,1.17,148.32,50
20170227234500,21.65,33.56,0,1.17,148.34,50
20170228000000,21.58,33.68,0,1.17,147.99,50
20170228001500,21.54,33.65,0,1.17,147.85,50
20170228003000,21.49,33.75,0,1.17,147.82,50
20170228004500,21.44,33.87,0,1.17,147.62,50
20170228010000,21.35,34.08,0,1.17,147.47,50
20170228011500,21.27,34.25,0,1.17,147.41,50
20170228013000,21.28,34.25,0,1.17,146.95,50
20170228014500,21.19,34.51,0,1.17,146.96,50
20170228020000,21.14,34.64,0,1.17,146.78,50
20170228021500,21.06,34.84,0,1.17,146.56,50
20170228023000,21.27,34.51,0,1.17,146.17,53.83
20170228024500,21.17,34.74,0,1.17,146.36,50
20170228030000,21.01,35.06,0,1.17,146.66,50
20170228031500,20.99,35.18,0,1.17,146.06,50
20170228033000,20.99,35.19,0,1.17,145.87,53.56
20170228034500,21.45,34.38,0,1.17,145.39,57.79
20170228040000,21.15,34.80,0,1.17,145.43,50
20170228041500,20.88,35.20,0,1.17,145.98,50
20170228043000,20.84,35.04,0,1.17,146.32,50
20170228044500,20.64,35.20,0,1.17,146.70,50
20170228050000,20.76,34.80,0,1.17,146.46,51.04
20170228051500,20.75,34.67,0,1.17,146.40,50
20170228053000,20.79,34.45,0,1.17,146.21,50
20170228054500,20.66,34.48,0,1.17,145.83,51.09
20170228060000,20.80,34.21,0,1.17,145.59,54.46
20170228061500,20.97,33.79,0,1.17,145.26,50
20170228063000,20.81,34.04,0,1.17,145.68,50
20170228064500,20.77,34.03,0,1.17,146.05,50
20170228070000,20.64,34.19,0,1.17,146.17,50
20170228071500,20.63,34.20,1.38,1.17,146.46,51.10
20170228073000,20.70,34.39,3.05,1.17,145.51,56.12
20170228074500,20.65,34.40,3.27,1.17,145.45,55.59
20170228080000,20.76,34.29,3.22,1.17,145.71,50.89
20170228081500,21.09,33.60,3.31,1.17,145.83,55.34
20170228083000,20.71,34.28,3.12,1.17,147.11,50.20
20170228084500,20.39,35.15,3.16,1.17,148.06,50
20170228090000,21.83,33.33,3.27,1.17,146.93,52.19
20170228091500,22.19,33.72,3.38,1.17,146.02,51.12
20170228093000,22.34,34.27,3.46,1.17,144.76,50.97
20170228094500,22.78,34.32,3.65,1.17,144.24,57.29
20170228100000,22.58,35.11,3.83,1.17,144.49,51.63
20170228101500,22.60,35.69,4.04,1.17,143.71,59.40
20170228103000,22.23,36.81,4.07,1.17,143.46,50
20170228104500,22.25,36.91,4.04,1.17,143.69,51.20
20170228110000,22.49,36.79,4.07,1.17,144.07,59.43
20170228111500,22.06,38.37,4.55,1.17,143.76,51.15
20170228113000,22.15,38.99,4.40,1.17,142.43,51.38
20170228114500,22.41,39.21,4.51,1.17,141.49,50
20170228120000,22.34,39.57,4.45,1.17,141.69,57.61
20170228121500,22.28,40.27,5.29,1.17,140.97,55.23
20170228123000,22.87,39.40,6.77,1.17,139.28,58.09
20170228124500,22.56,40.07,6.49,1.17,139.87,60.11
20170228130000,22.25,40.07,6.65,1.17,140.96,67.71
20170228131500,22.69,38.87,6.71,1.17,141.42,57.18
20170228133000,22.66,37.60,6.43,1.17,139.70,57.39
20170228134500,22.81,37.07,5.86,1.17,140.79,55.52
20170228140000,23.05,36.11,6.80,1.17,140.54,53.78
20170228141500,23,35.69,6.07,1.17,140.85,51.52
20170228143000,22.63,35.99,4.59,1.17,141.08,67.15
20170228144500,22.67,35.72,4.27,1.17,141.52,66.81
20170228150000,22.39,36.68,4.47,1.17,140.61,70.47
20170228151500,22.03,37.75,4,1.17,139.90,73.09
20170228153000,22.03,38.47,3.89,1.17,139.41,72.19
20170228154500,21.98,38.82,3.85,1.17,139.49,73.02
20170228160000,21.80,39.58,4.03,1.17,139.98,66.10
20170228161500,21.92,40.01,3.85,1.17,140.08,70
20170228163000,21.96,40.64,3.81,1.17,140.26,70.66
20170228164500,22.01,40.92,3.70,1.17,139.86,67.31
20170228170000,21.92,41.39,3.40,1.17,141.56,66.08
20170228171500,21.85,41.23,3.35,1.17,141.23,54.94
20170228173000,22.03,40.64,3.28,1.17,140.88,58.93
20170228174500,21.84,40.94,3.08,1.17,141.25,57.12
20170228180000,21.89,40.82,3.23,1.17,141.26,58.70
20170228181500,21.98,40.40,3.19,1.17,141.39,64.32
20170228183000,21.82,40.66,3.25,1.17,142.09,54.98
20170228184500,21.82,40.31,3.18,1.17,142.78,59.92
20170228190000,21.68,40.05,3.14,1.17,143.29,57.94
20170228191500,21.57,40.59,3.15,1.17,144.10,59.93
20170228193000,21.57,40.64,3.16,1.17,143.60,51.30
20170228194500,21.74,40.16,3.08,1.17,143.60,50.66
20170228200000,21.66,40.01,2.96,1.17,144.60,50
20170228201500,22.24,38.61,2.94,1.17,143.81,50
20170228203000,22.39,37.85,2.62,1.17,143.78,54.43
20170228204500,22.28,37.87,2.22,1.17,142.91,52.01
20170228210000,22.54,36.57,0.28,1.17,143.87,50
20170228211500,23.09,35.31,0,1.17,144.30,50
20170228213000,23.06,35.07,0,1.17,145.94,50
20170228214500,22.97,34.85,0,1.17,147.06,50
20170228220000,22.90,34.65,0,1.17,149.05,50
20170228221500,22.80,34.46,0,1.17,148.93,50
20170228223000,22.70,34.24,0,1.17,149.10,50
20170228224500,22.66,34.06,0,1.17,149.11,50
20170228230000,22.58,33.84,0,1.17,148.77,50
20170228231500,22.50,33.63,0,1.17,148.78,50
20170228233000,22.40,33.55,0,1.17,148.88,50
20170228234500,22.33,33.50,0,1.17,148.95,50
20170301000000,22.20,33.58,0,1.17,148.79,50
20170301001500,22.18,33.53,0,1.17,149.07,50
20170301003000,22.20,33.40,0,1.17,149.32,50
20170301004500,22.15,33.29,0,1.17,149.34,50
20170301010000,22.10,33.28,0,1.17,149.38,50
20170301011500,22.10,33.19,0,1.17,149.62,50
20170301013000,22.02,33.15,0,1.17,149.44,50
20170301014500,22,33.12,0,1.17,149.42,50
20170301020000,21.92,33.09,0,1.17,149.44,50
20170301021500,21.89,33.08,0,1.17,149.37,50
20170301023000,21.86,33.01,0,1.17,149.43,50
20170301024500,21.80,32.96,0,1.17,149.38,50
20170301030000,21.80,32.88,0,1.17,149.43,50
20170301031500,21.72,32.82,0,1.17,149.29,50
20170301033000,21.70,32.81,0,1.17,149.37,50
20170301034500,21.68,32.76,0,1.17,149.34,50
20170301040000,21.60,32.77,0,1.17,149.26,50
20170301041500,21.60,32.69,0,1.17,149.37,50
20170301043000,21.50,32.70,0,1.17,149.16,50
20170301044500,21.50,32.58,0,1.17,149.27,50
20170301050000,21.48,32.58,0,1.17,149.21,50
20170301051500,21.47,32.48,0,1.17,149.29,50
20170301053000,21.40,32.42,0,1.17,149.26,50
20170301054500,21.39,32.38,0,1.17,149.27,50
20170301060000,21.35,32.30,0,1.17,149.36,50
20170301061500,21.32,32.20,0,1.17,149.22,50
20170301063000,21.30,32.14,0,1.17,149.39,50
20170301064500,21.25,32.14,0,1.17,149.21,50
20170301070000,21.23,32.01,0.28,1.17,149.34,50
20170301071500,21.11,32.32,2.89,1.17,148.62,60.81
20170301073000,21.06,32.11,3.01,1.17,147.71,56.60
20170301074500,21.04,32.05,3.23,1.17,147.12,60.13
20170301080000,21.20,31.89,3.07,1.17,146.62,63.59
20170301081500,21.12,32.47,2.80,1.17,142.96,71.41
20170301083000,20.89,32.51,3.37,1.17,145.97,56.42
20170301084500,21.17,32.10,3.57,1.17,147.34,50
20170301090000,21.13,32.31,3.67,1.17,147.48,51.71
20170301091500,21,32.93,3.78,1.17,147.04,51.61
20170301093000,21.30,33.43,3.93,1.17,143.45,50
20170301094500,21.31,33.95,3.91,1.17,144.56,50
20170301100000,21.18,34.85,3.86,1.17,147.07,55.85
20170301101500,21,35.80,3.97,1.17,146.68,50
20170301103000,21.38,35.91,4.17,1.17,149.71,57.09
20170301104500,21.39,36.66,4.27,1.17,150.42,54.36
20170301110000,21.44,37.20,4.53,1.17,149.76,52.17
20170301111500,21.64,37.49,4.83,1.17,147.41,54.63
20170301113000,21.93,37.68,5.11,1.17,146.82,52.31
20170301114500,22.07,37.87,5.13,1.17,146.51,56.39
20170301120000,22.17,38.13,5.21,1.17,146.88,57.95
20170301121500,22.01,39.13,5.40,1.17,147.23,69.41
20170301123000,22.46,38.83,5.53,1.17,145.90,71.29
20170301124500,22.46,39.05,5.46,1.17,147.07,74.56
20170301130000,22.22,39.60,5.31,1.17,147.91,75.22
20170301131500,22.36,39.08,3.89,1.17,146.98,65.65
20170301133000,22.22,37.93,3.93,1.17,147.45,72.31
20170301134500,22.41,37.90,3.97,1.17,148.26,73.18
20170301140000,22.41,38.01,4.11,1.17,148.34,59.05
20170301141500,22.37,37.67,4.32,1.17,147.87,51.77
20170301143000,22.29,37.73,4.25,1.17,147.61,53.68
20170301144500,22.23,37.63,4.09,1.17,145.93,58.25
20170301150000,22.16,37.90,3.89,1.17,143.24,62.94
20170301151500,22.48,38.43,3.96,1.17,142.40,56.86
20170301153000,22.53,38.20,4.05,1.17,143.31,61.72
20170301154500,22.58,38.10,3.83,1.17,143.34,62.73
20170301160000,22.65,38.10,3.89,1.17,142.65,55.36
20170301161500,22.69,37.95,3.94,1.17,143.35,52.75
20170301163000,22.64,38.25,3.85,1.17,143.17,55.90
20170301164500,22.70,37.81,3.81,1.17,143.12,58.51
20170301170000,22.56,38.03,3.76,1.17,143.82,60.58
20170301171500,22.67,37.48,3.75,1.17,142.45,64.40
20170301173000,22.77,37.37,3.77,1.17,141.10,59.72
20170301174500,22.71,37.49,3.61,1.17,141.21,59.05
20170301180000,22.70,37.10,3.65,1.17,140.93,61.22
20170301181500,22.56,37.32,3.53,1.17,141.34,55.33
20170301183000,22.79,37.09,3.48,1.17,140.73,63.23
20170301184500,22.59,37.17,3.34,1.17,140.89,60.79
20170301190000,22.49,37.38,3.35,1.17,141.44,54.25
20170301191500,22.58,37.25,3.24,1.17,141.10,52.36
20170301193000,22.51,37.31,3.21,1.17,141.45,50.27
20170301194500,22.51,37.04,3.12,1.17,142.27,51.17
20170301200000,22.63,36.62,2.99,1.17,142.67,50
20170301201500,22.53,36.76,2.94,1.17,143.21,50
20170301203000,22.74,36.06,2.39,1.17,143.89,51.17
20170301204500,22.75,35.61,2.31,1.17,145.20,50
20170301210000,22.91,35.09,1.57,1.17,145.75,50.76
20170301211500,23.32,34.11,1.49,1.17,145.24,52.79
20170301213000,23.39,33.76,1.50,1.17,147.14,50
20170301214500,23.34,33.56,1.29,1.17,147.72,50
20170301220000,23.20,33.52,0,1.17,149.07,50
20170301221500,23.18,33.39,0,1.17,150.25,50
20170301223000,23.07,33.36,0,1.17,150.16,50
20170301224500,22.98,33.32,0,1.17,150.22,50
20170301230000,22.90,33.27,0,1.17,151.77,50
20170301231500,22.82,33.23,0,1.17,150.47,50
20170301233000,22.79,33.21,0,1.17,152.83,50
20170301234500,22.78,33.03,0,1.17,152.54,55.49
20170302000000,22.91,32.67,0,1.17,150.69,50
20170302001500,22.98,32.48,0,1.17,152.05,54.55
20170302003000,23.03,32.21,0,1.17,149.60,50
20170302004500,22.66,32.78,0,1.17,151.93,50
20170302010000,22.48,32.98,0,1.17,153.20,50
20170302011500,22.40,32.99,0,1.17,153.25,50
20170302013000,22.46,32.81,0,1.17,153.18,50
20170302014500,22.33,32.91,0,1.17,153.48,50
20170302020000,22.27,32.93,0,1.17,153.52,50
20170302021500,22.20,32.90,0,1.17,153.63,50
20170302023000,22.13,32.82,0,1.17,153.56,50
20170302024500,22.10,32.72,0,1.17,153.63,50
20170302030000,22.04,32.65,0,1.17,153.71,50
20170302031500,22,32.55,0,1.17,153.79,50
20170302033000,21.99,32.43,0,1.17,153.75,50
20170302034500,21.90,32.40,0,1.17,153.75,50
20170302040000,21.89,32.34,0,1.17,153.75,50
20170302041500,21.86,32.28,0,1.17,153.79,50
20170302043000,21.80,32.22,0,1.17,153.76,50
20170302044500,21.78,32.20,0,1.17,153.68,50
20170302050000,21.75,32.10,0,1.17,153.65,52.15
20170302051500,21.98,31.58,0,1.17,153.19,53.16
20170302053000,21.76,31.86,0,1.17,153.21,50
20170302054500,21.69,31.88,0,1.17,153.22,50
20170302060000,21.60,31.85,0,1.17,153.19,50
20170302061500,21.56,31.71,0,1.17,153.13,50
20170302063000,21.51,31.62,0,1.17,153.14,50
20170306071500,18.38,45.34,3,9.41,35.44,59.56
20170306073000,19.54,42.12,3.06,1.17,79.22,59.86
20170306074500,20.03,40.69,3.07,1.17,98.97,52.48
20170306080000,20.31,39.93,3.31,1.17,107.71,50.85
20170306081500,20.39,39.60,3.51,1.17,112.57,51.35
20170306083000,20.49,39.71,3.63,1.17,114.64,50.55
20170306084500,20.54,39.81,3.67,1.17,116.99,50
20170306090000,20.30,40.92,3.72,1.17,119.32,53.23
20170306091500,20.16,41.87,3.87,1.17,121.74,50
20170306093000,20.28,42.38,4.05,1.17,122.50,50
20170306094500,20.09,43.63,3.99,1.17,124,50
20170306100000,20.31,43.47,4.11,1.17,125.62,50
20170306101500,20.65,43.21,4.26,1.17,126.75,50
20170306103000,20.63,43.85,4.22,1.17,127.30,51.49
20170306104500,21.23,42.93,5.07,1.17,128.29,50
20170321094500,21.57,36.38,3.90,1.17,42.75,52.57
20170321100000,21.64,36.59,4.04,1.17,70.22,56.15
20170321101500,22.01,36.43,4.50,1.17,97.59,55.09
20170321103000,21.89,36.79,4.79,1.17,108.59,54.67
20170321104500,22.01,36.91,4.59,1.17,115.21,55.75
20170321110000,21.91,37.24,4.35,1.17,119.38,62.40
20170321111500,22.11,37.99,4.76,1.17,121.63,56.59
20170321113000,22.19,38.61,4.94,1.17,123.88,63.49
20170321114500,22.32,39.09,4.83,1.17,124.94,62.01
20170321120000,22.29,39.56,4.93,1.17,126.42,65.41
20170321121500,22.56,39.80,5.03,1.17,127.49,69.27
20170321123000,22.86,39.85,5.05,1.17,127.20,72.95
20170321124500,22.94,39.83,4.89,1.17,128.34,72.14
20170321130000,22.90,39.85,4.47,1.17,129.49,72.63
20170321131500,22.79,39.58,4.89,1.17,130.23,67.89
20170321133000,22.85,38.29,4.92,1.17,129.97,63.71
20170321134500,23.05,36.93,5.39,1.17,130.10,64.93
20170321140000,22.86,36.76,5.13,1.17,130.22,66.95
20170321141500,22.78,36.91,4.33,1.17,131.59,63.68
20170321143000,22.62,37.18,4.27,1.17,132.51,66.83
20170321144500,22.66,37.25,4.63,1.17,133.20,68.08
20170321150000,22.74,37.35,4.63,1.17,133.33,65.62
20170321151500,22.60,38.30,5.50,1.17,133.23,69.45
20170321153000,22.85,38.44,4.44,1.17,132.42,74.99
20170321154500,22.82,38.74,4.66,1.17,132.73,72.50
20170321160000,22.92,38.15,4.52,1.17,132.35,68.84
20170321161500,23.21,36.45,4.01,1.17,131.67,71.57
20170321163000,22.81,35.38,3.87,1.17,130.72,70.18
20170321164500,22.40,35.65,3.82,1.17,131.56,70.55
20170321170000,22.68,37.53,3.69,1.17,131.06,71.36
20170321171500,23.04,37.27,4.13,1.17,130.93,70.95
20170321173000,22.80,37.37,3.79,1.17,132.84,72.71
20170321174500,22.53,37.85,3.71,1.17,132.62,71.25
20170321180000,22.56,36.84,3.69,1.17,132.62,66.67
20170321181500,22.95,36.70,3.68,1.17,133,64.81
20170321183000,23.07,34.75,3.58,1.17,133.37,57.39
20170321184500,23.10,34.83,3.53,1.17,133.31,54.04
20170321190000,22.67,35.82,3.46,1.17,133.07,62.53
20170321191500,23.02,35.87,3.35,1.17,132.62,60.94
20170321193000,22.98,35.90,3.29,1.17,132.75,59.53
20170321194500,22.91,36.71,3.27,1.17,133.20,52.58
20170321200000,23.04,37.06,3.20,1.17,133.47,54
20170321201500,23.13,36.19,3.16,1.17,132.84,55.17
20170321203000,23.13,35.83,2.79,1.17,132.94,60.34
20170321204500,22.97,35.52,2.16,1.17,133.83,50
20170321210000,23.13,34.77,2,1.17,133.82,55.41
20170321211500,23.59,32.74,0,1.17,134.09,50
20170321213000,23.55,32.34,0,1.17,135.06,50
20170321214500,23.41,31.92,0,1.17,135.10,50
20170321220000,23.29,31.60,0,1.17,135.29,50
20170321221500,23.63,30.39,0,1.17,135.27,54
20170321223000,23.24,30.59,0,1.17,136.66,55.41
20170321224500,23.18,30.38,0,1.17,136.40,58.03
20170321230000,23.04,30.33,0,1.17,137.50,50
20170321231500,22.73,30.62,0,1.17,136.19,50
20170321233000,22.56,30.65,0,1.17,137.40,50
20170321234500,22.44,30.48,0,1.17,138.27,50
20170322000000,22.56,29.96,0,1.17,138.40,56.77
20170322001500,22.71,29.12,0,1.17,138.25,51.62
20170322003000,22.30,29.15,0,1.17,138.72,50
20170322004500,22.23,28.29,0,1.17,138.95,54.62
20170322010000,22.15,27.68,0,1.17,138.96,50
20170322011500,22.11,27.16,0,1.17,138.46,55.27
20170322013000,22.43,26.08,0,1.17,138.55,57.10
20170322014500,22.18,26.13,0,1.17,139,50
20170322020000,21.92,26.23,0,1.17,139.38,50
20170322021500,21.91,25.94,0,1.17,139.31,53.71
20170322023000,21.91,25.71,0,1.17,139.21,53.71
20170322024500,22.40,24.84,0,1.17,138.60,62.26
20170322030000,22.49,24.67,0,1.17,138.73,54.66
20170322031500,21.89,25.36,0,1.17,139.56,50
20170322033000,21.86,25.32,0,1.17,139.59,55.10
20170322034500,21.67,25.50,0,1.17,139.86,50
20170322040000,21.53,25.69,0,1.17,139.88,50
20170322041500,21.72,25.41,0,1.17,139.70,59.79
20170322043000,21.87,25.14,0,1.17,139.78,53.29
20170322044500,21.84,25.11,0,1.17,140.04,53.03
20170322050000,21.71,25.25,0,1.17,140,56
20170322051500,21.54,25.46,0,1.17,140.19,50
20170322053000,21.33,25.80,0,1.17,140.58,50
20170322054500,21.19,26.14,0,1.17,140.53,52.02
20170322060000,21.50,25.75,0,1.17,140.30,56
20170322061500,21.42,25.95,0,1.17,140.41,50
20170322063000,21.16,26.51,0,1.17,140.44,50
20170322064500,21.05,26.84,0,1.17,140.65,51.04
20170322070000,21.21,26.83,0.91,1.17,140.32,54.54
20170322071500,20.99,27.61,3.23,1.17,139.99,62.34
20170322073000,21.10,27.52,3.09,1.17,139.59,57.51
20170322074500,21.27,27.41,3.38,1.17,139.40,54.44
20170322080000,21.26,27.57,3.41,1.17,139.74,52.06
20170322081500,21.27,27.96,3.46,1.17,138.30,51.63
20170322083000,21.39,27.90,3.49,1.17,139.47,54.32
20170322084500,21.27,28.05,3.55,1.17,140.62,51.65
20170322090000,20.99,29.78,3.65,1.17,140.54,56.41
20170322091500,21.55,29.52,3.83,1.17,139.78,51.23
20170322093000,21.31,30.72,3.68,1.17,139.30,51.96
20170322094500,21.04,32.29,3.67,1.17,138.18,63.56
20170322100000,21.50,31.91,3.86,1.17,137.24,57.04
20170322101500,21.37,32.52,3.87,1.17,137.41,57.41
20170322103000,21.22,33.16,3.97,1.17,137.21,52.17
20170322104500,21.41,33.33,4.18,1.17,136.02,50.92
20170322110000,21.70,33.40,4.53,1.17,135.72,55.83
20170322111500,21.59,34.03,4.59,1.17,135.83,59.03
20170322113000,21.89,33.79,4.30,1.17,135.42,55.80
20170322114500,21.85,34.22,4.39,1.17,135.72,60.57
20170322120000,21.99,33.92,4.48,1.17,135.41,63.10
20170322121500,22.14,34.28,4.30,1.17,134.92,58.05
20170322123000,22.03,34.73,4.25,1.17,134.94,62.58
20170322124500,21.99,35.33,4.89,1.17,134.40,57.36
20170322130000,22.38,34.82,4.18,1.17,134.43,67.11
20170322131500,22.24,34.81,4.34,1.17,134.79,65.59
20170322133000,22.32,34.30,4.28,1.17,134.84,60.55
20170322134500,22.32,33.76,4.52,1.17,134.51,60.78
20170322140000,22.28,33.82,4.12,1.17,134.71,62.56
20170322141500,22.21,33.66,5.60,1.17,134.90,58.73
20170322143000,22.47,33.06,6.41,1.17,134.44,68.40
20170322144500,22.36,33.28,4.89,1.17,134.85,70.95
20170322150000,21.71,35.97,5.84,1.17,139.47,67.36
20170322151500,21.46,36.65,5.36,1.17,138.36,60.47
20170322153000,21.53,37.03,5.02,1.17,137.22,68.37
20170322154500,21.65,37.43,4.59,1.17,136.56,67.33
20170322160000,21.59,37.85,3.64,1.17,136.27,73.26
20170322161500,21.60,38.40,3.52,1.17,136.38,69.07
20170322163000,21.74,38.96,3.55,1.17,135.70,71.09
20170322164500,21.85,39.53,3.41,1.17,135.37,71.42
20170322170000,21.82,40.10,3.49,1.17,135.34,70.15
20170322171500,21.73,40.32,3.42,1.17,135.52,71.54
20170322173000,21.91,40,3.54,1.17,135.05,63.51
20170322174500,22.06,39.67,3.87,1.17,134.43,68.61
20170322180000,21.90,39.80,3.59,1.17,135.29,62.34
20170322181500,22.04,39.70,3.70,1.17,135.54,60.49
20170322183000,21.67,40.41,3.60,1.17,137.36,57.63
20170322184500,21.70,40.20,3.41,1.17,137.66,59.60
20170322190000,21.63,40.08,3.32,1.17,138.09,52.71
20170322191500,21.64,39.85,3.40,1.17,138.56,55.77
20170322193000,21.79,39.47,3.41,1.17,138.76,53.14
20170322194500,21.78,39.38,3.40,1.17,138.76,50.89
20170322200000,21.66,39.30,3.37,1.17,139.70,51.63
20170322201500,21.47,39.31,3.30,1.17,140.77,51.85
20170322203000,21.44,38.82,2.70,1.17,141.20,57.25
20170322204500,22.43,36.38,2.31,1.17,138.13,57.60
20170322210000,22.90,34.27,0.88,1.17,138.20,50.07
20170322211500,23.28,32.39,0,1.17,138.23,53.94
20170322213000,23.27,31.37,0,1.17,136.61,53.55
20170322214500,23.15,30.79,0,1.17,136.14,55.80
20170322220000,23.07,30.33,0,1.17,136.59,51.95
20170322221500,22.98,29.99,0,1.17,136.76,51.44
20170322223000,22.89,29.64,0,1.17,137.81,58.63
20170322224500,22.75,29.31,0,1.17,137.23,52.43
20170322230000,22.52,28.95,0,1.17,139.11,53.29
20170322231500,22.49,28.57,0,1.17,139.13,54.71
20170322233000,22.31,28.35,0,1.17,139.35,55.13
20170322234500,22.25,27.97,0,1.17,139.27,55.83
20170323000000,21.92,28.02,0,1.17,139.88,50
20170323001500,21.97,27.73,0,1.17,139.64,53.35
20170323003000,21.83,27.59,0,1.17,139.74,50
20170323004500,21.61,27.55,0,1.17,140.01,50
20170323010000,21.54,27.16,0,1.17,140.22,55.93
20170323011500,21.71,26.53,0,1.17,140.21,54.48
20170323013000,21.62,26.23,0,1.17,140.74,50
20170323014500,21.45,26.17,0,1.17,141.24,51.27
20170323020000,21.77,25.39,0,1.17,141.11,56.85
20170323021500,21.67,25.46,0,1.17,140.91,50.89
20170323023000,21.36,25.61,0,1.17,141.22,50
20170323024500,21.41,25.25,0,1.17,141.35,53.32
20170323030000,21.25,25.11,0,1.17,141.90,50
20170323031500,21.37,24.71,0,1.17,142.18,50
20170323033000,21.19,24.70,0,1.17,142.37,50
20170323034500,21.31,24.21,0,1.17,142.80,55.04
20170323040000,21.19,24.12,0,1.17,142.83,51.45
20170323041500,21.31,23.82,0,1.17,142.70,52.97
20170323043000,21.49,23.73,0,1.17,141.87,57.06
20170323044500,21.23,24.12,0,1.17,141.95,51.56
20170323050000,21.32,24.19,0,1.17,141.51,56.89
20170323051500,21.21,24.38,0,1.17,141.22,54.11
20170323053000,21,24.40,0,1.17,141.84,50.20
20170323054500,21.15,24.23,0,1.17,141.84,52.90
20170323060000,20.84,24.66,0,1.17,141.96,50
20170323061500,20.77,24.58,0,1.17,142.23,50
20170323063000,20.66,24.61,0,1.17,142.30,50
20170323064500,20.69,24.56,0.41,1.17,142.44,55.79
20170323070000,20.92,24.40,3.33,1.17,141.88,59.62
20170323071500,20.62,24.91,3.25,1.17,141.13,65.55
20170323073000,20.79,24.81,3.25,1.17,133.30,60.89
20170323074500,20.91,24.62,3.53,1.17,138.39,59.74
20170323080000,21.15,24.54,3.61,1.17,139.09,51.66
20170323081500,20.77,24.89,3.49,1.17,140.98,51.07
20170323083000,20.48,25.26,3.41,1.17,141.79,50
20170323084500,20.58,25.57,3.39,1.17,142.44,50
20170323090000,20.45,26.49,3.62,1.17,141.91,57.17
20170323091500,20.21,27.81,3.77,1.17,141.77,56.98
20170323093000,20.82,28.06,4.01,1.17,139.87,53.03
20170323094500,20.78,28.99,4.16,1.17,139.34,54.99
20170323100000,20.62,30.17,4.29,1.17,138.98,54.29
20170323101500,20.85,30.63,4.83,1.17,137.96,61.27
20170323103000,20.93,31.31,4.64,1.17,137.33,51.40
20170323104500,20.88,31.83,4.68,1.17,136.78,56.62
20170323110000,20.83,32.63,3.95,1.17,137.58,62.36
20170323111500,21.12,32.69,4.08,1.17,136.93,64.97
20170323113000,21.17,33.29,4.01,1.17,136.76,65.96
20170323114500,21.23,33.67,3.90,1.17,136.74,66.68
20170323120000,21.41,33.85,3.70,1.17,135.85,69.10
20170323121500,21.53,34.25,4.46,1.17,135.50,71.69
20170323123000,21.77,34.43,4.60,1.17,135.05,72.48
20170323124500,21.80,34.87,4.17,1.17,134.89,68.67
20170323130000,21.73,35.35,4.28,1.17,135.82,70.26
20170323131500,21.93,34.99,4.45,1.17,135.67,61.72
20170323133000,21.73,35.15,4.04,1.17,136.43,65.62
20170323134500,22.01,34.42,3.51,1.17,136.88,70.17
20170323140000,21.90,34.13,3.53,1.17,137.71,66.45
20170323141500,21.55,34.66,3.62,1.17,138.15,65.64
20170323143000,21.19,35.11,3.53,1.17,138.62,71.49
20170323144500,21.45,34.80,3.52,1.17,137.93,70.09
20170323150000,21.28,35.23,3.47,1.17,137.86,70.97
20170323151500,21.31,35.61,3.48,1.17,137.94,70.85
20170323153000,21.30,36.01,3.57,1.17,139.76,71.39
20170323154500,21.50,36.43,4.29,1.17,140.62,69.15
20170323160000,21.42,37.16,4.08,1.17,143.62,68.97
20170323161500,21.45,37.20,4.59,1.17,143.25,56.82
20170323163000,21.51,37.31,4.88,1.17,142.37,59.17
20170323164500,21.74,36.53,4.23,1.17,142.13,65.03
20170323170000,21.52,36.62,4.42,1.17,142.77,53.98
20170323171500,21.50,37.14,4.24,1.17,142.57,61.92
20170323173000,21.71,36.92,4.20,1.17,142.22,54.45
20170323174500,21.61,36.76,3.89,1.17,143.10,52.02
20170323180000,21.58,37.06,3.90,1.17,145.17,64.93
20170323181500,21.61,37.02,3.62,1.17,144.53,64.47
20170323183000,21.53,38.01,3.46,1.17,143.86,54.69
20170323184500,21.58,37.45,3.17,1.17,142.50,56.57
20170323190000,21.72,36.79,3.34,1.17,141.12,62.78
20170323191500,21.50,37.08,3.29,1.17,141.19,51.58
20170323193000,21.59,36.73,3.36,1.17,141.05,59.65
20170323194500,21.60,36.57,3.38,1.17,141.85,51.93
20170323200000,21.36,36.85,3.27,1.17,142.33,59.14
20170323201500,21.44,36.35,3.22,1.17,142.74,55.62
20170323203000,21.48,35.59,3.16,1.17,143.05,55.16
20170323204500,21.94,34.26,2.19,1.17,141.81,59.84
20170323210000,22.49,32.73,2,1.17,141.14,55.29
20170323211500,22.95,30.61,1.99,1.17,140.82,55.77
20170323213000,22.82,30.09,1.96,1.17,140.25,50
20170323214500,22.56,29.99,2.01,1.17,141.65,50
